Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR2979159,2016-07-22 17:04:23,2015-12-07 17:26:14,1810846,92353146,0,51,60,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979159/SRR2979159.1,SRX1468748,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193570,SAMN04323030,simple,9606,Homo sapiens,GSM1966468,,,,,,,no,,,,,GEO,SRA315327,,public,6891E4C801623527C8F482D532F3F02E,914AD1A28BC175C99DAD91E6A2E90D3A
SRR2979160,2016-07-22 17:04:23,2015-12-07 17:26:16,1898121,96804171,0,51,60,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979160/SRR2979160.1,SRX1468749,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193855,SAMN04323031,simple,9606,Homo sapiens,GSM1966469,,,,,,,no,,,,,GEO,SRA315327,,public,26B410FE84269C881FFCB0F401D76D78,D8AA5A961890D9480DB29D843D5B1439
SRR2979161,2016-07-22 17:04:23,2015-12-07 17:26:14,1868517,95294367,0,51,59,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979161/SRR2979161.1,SRX1468750,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193856,SAMN04323032,simple,9606,Homo sapiens,GSM1966470,,,,,,,no,,,,,GEO,SRA315327,,public,1CD0C9157396B7F084017AD69864CF9E,81139E98F74133E4945948542ACA3A5C
SRR2979162,2016-07-22 17:04:23,2015-12-07 17:26:15,2136705,108971955,0,51,69,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979162/SRR2979162.1,SRX1468751,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193571,SAMN04322918,simple,9606,Homo sapiens,GSM1966471,,,,,,,no,,,,,GEO,SRA315327,,public,8CEC1EE3C8493284BA77A489D14CAF57,E4C5FA8594F564676E1E0B07E9253CEB
SRR2979163,2016-07-22 17:04:23,2015-12-07 17:26:12,2304031,117505581,0,51,73,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979163/SRR2979163.1,SRX1468752,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193853,SAMN04322919,simple,9606,Homo sapiens,GSM1966472,,,,,,,no,,,,,GEO,SRA315327,,public,906180C2D5BDFF5303FCE9F1CF8DAAB4,8ED95749065D4917A53AB483EDB54BA9
SRR2979164,2016-07-22 17:04:23,2015-12-07 17:26:12,2455865,125249115,0,51,77,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979164/SRR2979164.1,SRX1468753,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193852,SAMN04322920,simple,9606,Homo sapiens,GSM1966473,,,,,,,no,,,,,GEO,SRA315327,,public,8FFA43A26257140DDAE42262704D70A7,245970A73F4C87F61A798BD62F533627
SRR2979165,2016-07-22 17:04:23,2015-12-07 17:26:04,1504383,76723533,0,51,48,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979165/SRR2979165.1,SRX1468754,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193854,SAMN04322921,simple,9606,Homo sapiens,GSM1966474,,,,,,,no,,,,,GEO,SRA315327,,public,DB62448DC5E6AE82DB4A511C5C630F44,56F9A50161607ECC18EBED545804A770
SRR2979166,2016-07-22 17:04:23,2015-12-07 17:26:02,1163271,59326821,0,51,36,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979166/SRR2979166.1,SRX1468755,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193851,SAMN04322922,simple,9606,Homo sapiens,GSM1966475,,,,,,,no,,,,,GEO,SRA315327,,public,2E40244558F991630C87A833436612CD,42DC0F9A94F59295A8CB9FCC4B698041
SRR2979167,2016-07-22 17:04:23,2015-12-07 17:26:01,1423093,72577743,0,51,47,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979167/SRR2979167.1,SRX1468756,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193850,SAMN04322923,simple,9606,Homo sapiens,GSM1966476,,,,,,,no,,,,,GEO,SRA315327,,public,12493C7C0066378CDB43FA8BF1E8D9FD,C5B1DA74D4610750449691C97C16BAD1
SRR2979168,2016-07-22 17:04:23,2015-12-07 17:26:16,2762853,140905503,0,51,87,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979168/SRR2979168.1,SRX1468757,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193848,SAMN04322924,simple,9606,Homo sapiens,GSM1966477,,,,,,,no,,,,,GEO,SRA315327,,public,793D3F2360B31FD94C5386A3DDF1695C,2AC69A1FD477A3DDFD08E803072F2885
SRR2979169,2016-07-22 17:04:23,2015-12-07 17:26:15,2680118,136686018,0,51,86,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979169/SRR2979169.1,SRX1468758,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193849,SAMN04322925,simple,9606,Homo sapiens,GSM1966478,,,,,,,no,,,,,GEO,SRA315327,,public,F9D639106BAE350EB6802B1F84B716BA,F7F24E63C99279616CA8FA317B823859
SRR2979170,2016-07-22 17:04:23,2015-12-07 17:26:11,2771993,141371643,0,51,86,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979170/SRR2979170.1,SRX1468759,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193847,SAMN04322926,simple,9606,Homo sapiens,GSM1966479,,,,,,,no,,,,,GEO,SRA315327,,public,CDD7C1DBD730AAC08E8B704640D47BB3,971697BF1FBE3E8D01AE524630FDA13A
SRR2979171,2016-07-22 17:04:23,2015-12-07 17:26:09,2174953,110922603,0,51,68,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979171/SRR2979171.1,SRX1468760,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193572,SAMN04322927,simple,9606,Homo sapiens,GSM1966480,,,,,,,no,,,,,GEO,SRA315327,,public,42350241043C82AC401EF753C89EF7AD,F9E9477A4093CB545DC4118615DEC762
SRR2979172,2016-07-22 17:04:23,2015-12-07 17:26:05,2333247,118995597,0,51,73,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979172/SRR2979172.1,SRX1468761,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193846,SAMN04322928,simple,9606,Homo sapiens,GSM1966481,,,,,,,no,,,,,GEO,SRA315327,,public,86294D44EB69E6B5681E64AD5343D0B4,AB5021D03FEDC1A8342D8530BD615FA0
SRR2979173,2016-07-22 17:04:23,2015-12-07 16:46:56,1615047,82367397,0,51,51,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979173/SRR2979173.1,SRX1468762,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193845,SAMN04322929,simple,9606,Homo sapiens,GSM1966482,,,,,,,no,,,,,GEO,SRA315327,,public,33685D6CB6F5AA13C2AE25207B906B59,A28E9AF70A3DD5583864A270125B931E
SRR2979174,2016-07-22 17:04:23,2015-12-07 16:46:45,1735507,88510857,0,51,55,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979174/SRR2979174.1,SRX1468763,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193844,SAMN04322930,simple,9606,Homo sapiens,GSM1966483,,,,,,,no,,,,,GEO,SRA315327,,public,D32E5EF0881ACA219F0E861526741DB8,11D86781F7230E4881899FB5BC56A46D
SRR2979175,2016-07-22 17:04:23,2015-12-07 16:46:45,1775510,90551010,0,51,56,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979175/SRR2979175.1,SRX1468764,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193843,SAMN04322931,simple,9606,Homo sapiens,GSM1966484,,,,,,,no,,,,,GEO,SRA315327,,public,05DCBDCD1B67ACCB7E1754BD0E8CC923,2823330FF90F0B20E7A341867C3210BB
SRR2979176,2016-07-22 17:04:23,2015-12-07 16:47:06,2179498,111154398,0,51,68,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979176/SRR2979176.1,SRX1468765,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193842,SAMN04322932,simple,9606,Homo sapiens,GSM1966485,,,,,,,no,,,,,GEO,SRA315327,,public,19DE95F097A12A7D1282055BE6125E6A,3FFE24319B527821E220BB6A93F79B13
SRR2979177,2016-07-22 17:04:23,2015-12-07 16:46:41,1809872,92303472,0,51,57,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979177/SRR2979177.1,SRX1468766,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193841,SAMN04322933,simple,9606,Homo sapiens,GSM1966486,,,,,,,no,,,,,GEO,SRA315327,,public,8FF81025CFDBF43C5F6C3049E20432B6,7BE078F4D00FA443891FC0C67B9DA609
SRR2979178,2016-07-22 17:04:23,2015-12-07 16:46:45,1674037,85375887,0,51,53,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979178/SRR2979178.1,SRX1468767,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193840,SAMN04322934,simple,9606,Homo sapiens,GSM1966487,,,,,,,no,,,,,GEO,SRA315327,,public,3BC55ED215BF20B320BD6C2DA5188128,E589AE156453991DE8C76E2879AA748D
SRR2979179,2016-07-22 17:04:23,2015-12-07 16:46:47,1683581,85862631,0,51,53,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979179/SRR2979179.1,SRX1468768,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193839,SAMN04322935,simple,9606,Homo sapiens,GSM1966488,,,,,,,no,,,,,GEO,SRA315327,,public,0622224C1AA13ACA7220595F166BEFAA,803963C1A6959B22C89000BCC1F30F16
SRR2979180,2016-07-22 17:04:23,2015-12-07 16:46:45,1900906,96946206,0,51,60,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979180/SRR2979180.1,SRX1468769,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193838,SAMN04322936,simple,9606,Homo sapiens,GSM1966489,,,,,,,no,,,,,GEO,SRA315327,,public,1839AD3B5F572E030E5987EBDE72BDC3,C9472A634A30F25428466652F55C8490
SRR2979181,2016-07-22 17:04:23,2015-12-07 16:46:43,1968741,100405791,0,51,62,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979181/SRR2979181.1,SRX1468770,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193837,SAMN04322937,simple,9606,Homo sapiens,GSM1966490,,,,,,,no,,,,,GEO,SRA315327,,public,AEC88EAFD1AC21D95C52B120215D94EE,68D21C3C510B7D1ADCA624233CD9C82E
SRR2979182,2016-07-22 17:04:23,2015-12-07 16:46:51,2642411,134762961,0,51,83,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979182/SRR2979182.1,SRX1468771,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193836,SAMN04322938,simple,9606,Homo sapiens,GSM1966491,,,,,,,no,,,,,GEO,SRA315327,,public,3133E2A9D2AF01943CA1EFD0CCD75135,32DD5B4BCD949B74E4095EBAD76CEB1C
SRR2979183,2016-07-22 17:04:23,2015-12-07 16:46:44,1815003,92565153,0,51,59,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979183/SRR2979183.1,SRX1468772,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193835,SAMN04322939,simple,9606,Homo sapiens,GSM1966492,,,,,,,no,,,,,GEO,SRA315327,,public,0555033DB8FCAF2E8AD8B1C84FFA4705,0BBBCE46F210443B2C1786E856C34DB7
SRR2979184,2016-07-22 17:04:23,2015-12-07 16:46:42,2101439,107173389,0,51,66,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979184/SRR2979184.1,SRX1468773,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193834,SAMN04322940,simple,9606,Homo sapiens,GSM1966493,,,,,,,no,,,,,GEO,SRA315327,,public,74C1BF295FE302FE77A63865AD463D77,2C5FC9B4246213DE7FE7CEEA414642B1
SRR2979185,2016-07-22 17:04:23,2015-12-07 16:46:37,1517256,77380056,0,51,50,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979185/SRR2979185.1,SRX1468774,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193833,SAMN04322941,simple,9606,Homo sapiens,GSM1966494,,,,,,,no,,,,,GEO,SRA315327,,public,8F3E0EC5AA05B6DD80EC21F848B19FA6,3742FEEFB43269778F965B23B38A10C4
SRR2979186,2016-07-22 17:04:23,2015-12-07 16:46:43,1789931,91286481,0,51,57,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979186/SRR2979186.1,SRX1468775,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193832,SAMN04322942,simple,9606,Homo sapiens,GSM1966495,,,,,,,no,,,,,GEO,SRA315327,,public,CD584C89E36FFA1689507DF27AAE2819,1E032AC19D84AF8B9624B8A0E8711830
SRR2979187,2016-07-22 17:04:23,2015-12-07 16:46:48,1994073,101697723,0,51,63,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979187/SRR2979187.1,SRX1468776,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193830,SAMN04322943,simple,9606,Homo sapiens,GSM1966496,,,,,,,no,,,,,GEO,SRA315327,,public,6A842B237C775CC0281774F778ED8B34,59D6C8F29A36C179BD5311B152919ADD
SRR2979188,2016-07-22 17:04:23,2015-12-07 16:46:43,2196198,112006098,0,51,69,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979188/SRR2979188.1,SRX1468777,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193831,SAMN04323125,simple,9606,Homo sapiens,GSM1966497,,,,,,,no,,,,,GEO,SRA315327,,public,2F1B93320A291D95E2C658998D7B9B62,2B1E44400E7E88503A4BF507C09E11F8
SRR2979189,2016-07-22 17:04:23,2015-12-07 16:46:43,1675089,85429539,0,51,53,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979189/SRR2979189.1,SRX1468778,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193829,SAMN04323126,simple,9606,Homo sapiens,GSM1966498,,,,,,,no,,,,,GEO,SRA315327,,public,11DE1DE3CDB71685F2404AC66DCED452,E8DC69F60A6E78ED2F01A027D76957F3
SRR2979190,2016-07-22 17:04:23,2015-12-07 16:46:01,1298323,66214473,0,51,41,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979190/SRR2979190.1,SRX1468779,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193573,SAMN04323127,simple,9606,Homo sapiens,GSM1966499,,,,,,,no,,,,,GEO,SRA315327,,public,A0C6010E56796239F44D284C3ABAD1A1,B0E88300DAC59933B781E5A6CEA9D7A5
SRR2979191,2016-07-22 17:04:23,2015-12-07 16:46:03,1681841,85773891,0,51,53,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979191/SRR2979191.1,SRX1468780,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193828,SAMN04323128,simple,9606,Homo sapiens,GSM1966500,,,,,,,no,,,,,GEO,SRA315327,,public,9A2214A23E959E72D0AA583B23DC2827,623AAB8A7B1B16AEFA093F1E427B673F
SRR2979192,2016-07-22 17:04:23,2015-12-07 16:46:08,2303363,117471513,0,51,73,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979192/SRR2979192.1,SRX1468781,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193827,SAMN04323129,simple,9606,Homo sapiens,GSM1966501,,,,,,,no,,,,,GEO,SRA315327,,public,CD6B7BDA45FF18471A98F041B5A9642C,9F4EB7A841E488F7EE738FB4EEACE2E1
SRR2979193,2016-07-22 17:04:23,2015-12-07 16:46:11,2335069,119088519,0,51,73,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979193/SRR2979193.1,SRX1468782,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193826,SAMN04323130,simple,9606,Homo sapiens,GSM1966502,,,,,,,no,,,,,GEO,SRA315327,,public,E735743A32748130673A2013F1A19DC4,6555F1B6E8110915941B5EB4A1106C18
SRR2979194,2016-07-22 17:04:23,2015-12-07 16:46:10,3264538,166491438,0,51,102,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979194/SRR2979194.1,SRX1468783,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193825,SAMN04323131,simple,9606,Homo sapiens,GSM1966503,,,,,,,no,,,,,GEO,SRA315327,,public,9CCF376FBCDC3655A19076203D15C113,719A04ED03E9D99E692EC60928EBBE0E
SRR2979195,2016-07-22 17:04:23,2015-12-07 16:46:05,2192383,111811533,0,51,71,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979195/SRR2979195.1,SRX1468784,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193824,SAMN04323132,simple,9606,Homo sapiens,GSM1966504,,,,,,,no,,,,,GEO,SRA315327,,public,B18BC242B8A8520CDE38F089CDF425F7,B630DC7747D0D28781BBAA40BD251E1F
SRR2979196,2016-07-22 17:04:23,2015-12-07 16:45:56,2214628,112946028,0,51,70,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979196/SRR2979196.1,SRX1468785,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193823,SAMN04323133,simple,9606,Homo sapiens,GSM1966505,,,,,,,no,,,,,GEO,SRA315327,,public,DA41A91B39A9481329A2FFCCF0578A23,C9387A053073D822DA6D3811077FF727
SRR2979197,2016-07-22 17:04:23,2015-12-07 16:45:57,2134219,108845169,0,51,67,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979197/SRR2979197.1,SRX1468786,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193822,SAMN04323134,simple,9606,Homo sapiens,GSM1966506,,,,,,,no,,,,,GEO,SRA315327,,public,26F2219E985A5C422A67B78A6D47BAF1,66813069BCE8DB055B76B0667F1038DB
SRR2979198,2016-07-22 17:04:23,2015-12-07 16:46:02,2299861,117292911,0,51,72,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979198/SRR2979198.1,SRX1468787,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193821,SAMN04323135,simple,9606,Homo sapiens,GSM1966507,,,,,,,no,,,,,GEO,SRA315327,,public,52A3F0496ABC855EE16AE5DD0B246B7B,D143F1E5136A5AB61359F9CD37E0BCE2
SRR2979199,2016-07-22 17:04:23,2015-12-07 16:46:06,2393943,122091093,0,51,75,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979199/SRR2979199.1,SRX1468788,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193819,SAMN04323136,simple,9606,Homo sapiens,GSM1966508,,,,,,,no,,,,,GEO,SRA315327,,public,10E7BF33CD0CAA0223F939A5339E9421,94B5445C52D59B25C2E279EDAC9AAD96
SRR2979200,2016-07-22 17:04:23,2015-12-07 16:45:56,2846127,145152477,0,51,89,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979200/SRR2979200.1,SRX1468789,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193818,SAMN04323137,simple,9606,Homo sapiens,GSM1966509,,,,,,,no,,,,,GEO,SRA315327,,public,03FF34F9382C625DBDDA8D576538B5A7,CEF8551E626E2DB0BEBD7F51342B15BF
SRR2979201,2016-07-22 17:04:23,2015-12-07 16:45:53,1893884,96588084,0,51,60,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979201/SRR2979201.1,SRX1468790,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193820,SAMN04323138,simple,9606,Homo sapiens,GSM1966510,,,,,,,no,,,,,GEO,SRA315327,,public,EA5B5A8E60E6172F322FC464EE2AA7AA,EB46EBD1B72F929D23A622B524273E48
SRR2979202,2016-07-22 17:04:23,2015-12-07 16:45:49,1520032,77521632,0,51,48,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979202/SRR2979202.1,SRX1468791,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193817,SAMN04323139,simple,9606,Homo sapiens,GSM1966511,,,,,,,no,,,,,GEO,SRA315327,,public,F7266D612A55C3A57527A4FC940EBEA1,977BA446AB295B24D3B257F7BD77E4C6
SRR2979203,2016-07-22 17:04:23,2015-12-07 16:46:09,1863408,95033808,0,51,59,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2979203/SRR2979203.1,SRX1468792,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193575,SAMN04323140,simple,9606,Homo sapiens,GSM1966512,,,,,,,no,,,,,GEO,SRA315327,,public,6BCF6296422EE4BA993F3C83C5702BC7,0403B2FB7C6535792D31ADC07670D576
